Year Published,Unit Code,Unit Name,Item,Item Description,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2011 Target,2013 Target
FY2013,1C1-NN-NN2-518,Construction Management,2015,  St Budget - Constant $000 ,,,,,92,94,248,431,448,288,,
FY2013,1C1-NN-NN2-518,Construction Management,2050,    Acad Salary Budget ,,,,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2060,    Asst Salary Budget ,,,,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2070,    Non-Ac Salaries Budget ,,,,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2080,    Wage Budget ,,,,,190,190,457,827,830,536,,
FY2013,1C1-NN-NN2-518,Construction Management,2090,    Summer Wages Budget ,,,,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2100,    Expense & Equip Bdgt ,,,,,7,10,49,30,30,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2530,  State/Tuition Exp   (000) ,,0,1394,2579,412,366,950,5227,6100,1959,,
FY2013,1C1-NN-NN2-518,Construction Management,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN2-518,Construction Management,2534,      Instruction     (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2535,      Research        (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2536,      Public Service  (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2537,      Academic Support(000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2538,      Student Svcs    (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2539,      Institutl Supprt(000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2540,      O&M of Plant    (000) ,,,1394,2579,412,366,950,5227,6100,1959,,
FY2013,1C1-NN-NN2-518,Construction Management,2541,      Schol&Fellwshps (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2542,      Other NACUBOs   (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2550,  Institutional Exp   (000) ,,316,99,148,-400,993,1493,2925,125,-16,,
FY2013,1C1-NN-NN2-518,Construction Management,2553,    ICR Direct Exp    (000) ,,-369,99,148,-400,993,1493,2925,125,-16,,
FY2013,1C1-NN-NN2-518,Construction Management,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2555,    Educ/Admn Allw Exp(000) ,,685,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2570,  Grants & Contr Exp  (000) ,,2766,2531,3391,286,286,286,286,645,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2573,    G&C Federal Exp   (000) ,,330,330,312,286,286,286,286,645,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2574,    G&C Illinois Exp  (000) ,,2428,1506,1774,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2575,    G&C Pvt & Othr Exp(000) ,,7,695,1306,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2590,  Gifts & Endwmnt Exp (000) ,,0,0,1,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2594,    Gifts Exp         (000) ,,0,0,1,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2614,    Self-Supportng Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-518,Construction Management,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2000,Orig State/Tuition Bdgt(000) ,,,,,197,200,506,857,860,536,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2015,  St Budget - Constant $000 ,,,,,92,94,248,431,448,288,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2050,    Acad Salary Budget ,,,,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2060,    Asst Salary Budget ,,,,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2070,    Non-Ac Salaries Budget ,,,,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2080,    Wage Budget ,,,,,190,190,457,827,830,536,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2090,    Summer Wages Budget ,,,,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2100,    Expense & Equip Bdgt ,,,,,7,10,49,30,30,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2530,  State/Tuition Exp   (000) ,,0,1394,2579,412,366,950,5227,6100,1959,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2534,      Instruction     (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2535,      Research        (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2536,      Public Service  (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2537,      Academic Support(000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2538,      Student Svcs    (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2539,      Institutl Supprt(000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2540,      O&M of Plant    (000) ,,,1394,2579,412,366,950,5227,6100,1959,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2541,      Schol&Fellwshps (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2542,      Other NACUBOs   (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2550,  Institutional Exp   (000) ,,316,99,148,-400,993,1493,2925,125,-16,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2553,    ICR Direct Exp    (000) ,,-369,99,148,-400,993,1493,2925,125,-16,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2555,    Educ/Admn Allw Exp(000) ,,685,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2570,  Grants & Contr Exp  (000) ,,2766,2531,3391,286,286,286,286,645,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2573,    G&C Federal Exp   (000) ,,330,330,312,286,286,286,286,645,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2574,    G&C Illinois Exp  (000) ,,2428,1506,1774,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2575,    G&C Pvt & Othr Exp(000) ,,7,695,1306,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2590,  Gifts & Endwmnt Exp (000) ,,0,0,1,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2594,    Gifts Exp         (000) ,,0,0,1,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2614,    Self-Supportng Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN2-XXX,Construction Services,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2000,Orig State/Tuition Bdgt(000) ,1979,1789,1769,1939,1945,1686,1553,1575,1505,1444,,
FY2013,1C1-NN-NN3-328,Grounds,2015,  St Budget - Constant $000 ,846,786,800,895,906,797,761,791,785,776,,
FY2013,1C1-NN-NN3-328,Grounds,2050,    Acad Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2070,    Non-Ac Salaries Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2080,    Wage Budget ,1755,1553,1553,1723,1728,1469,1335,1357,1262,1340,,
FY2013,1C1-NN-NN3-328,Grounds,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2100,    Expense & Equip Bdgt ,224,236,216,216,216,218,218,218,243,104,,
FY2013,1C1-NN-NN3-328,Grounds,2530,  State/Tuition Exp   (000) ,,2260,2256,2160,2251,2458,2001,1647,1588,1794,,
FY2013,1C1-NN-NN3-328,Grounds,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN3-328,Grounds,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2540,      O&M of Plant    (000) ,,2260,2256,2160,2251,2458,2001,1647,1588,1794,,
FY2013,1C1-NN-NN3-328,Grounds,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2550,  Institutional Exp   (000) ,,4,-14,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2553,    ICR Direct Exp    (000) ,,4,-14,0,0,0,0,0,0,,,
FY2013,1C1-NN-NN3-328,Grounds,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1C1-NN-NN3-328,Grounds,2555,    Educ/Admn Allw Exp(000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1C1-NN-NN3-328,Grounds,2570,  Grants & Contr Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2590,  Gifts & Endwmnt Exp (000) ,,0,0,1,0,0,0,9,7,7,,
FY2013,1C1-NN-NN3-328,Grounds,2594,    Gifts Exp         (000) ,,0,0,1,0,0,0,9,7,7,,
FY2013,1C1-NN-NN3-328,Grounds,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2614,    Self-Supportng Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-328,Grounds,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2000,Orig State/Tuition Bdgt(000) ,,131,131,155,158,163,168,177,181,201,,
FY2013,1C1-NN-NN3-359,IMPE Building,2015,  St Budget - Constant $000 ,,58,59,72,74,77,82,89,94,108,,
FY2013,1C1-NN-NN3-359,IMPE Building,2050,    Acad Salary Budget ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2060,    Asst Salary Budget ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2070,    Non-Ac Salaries Budget ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2080,    Wage Budget ,,90,90,114,117,117,121,130,134,154,,
FY2013,1C1-NN-NN3-359,IMPE Building,2090,    Summer Wages Budget ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2100,    Expense & Equip Bdgt ,,42,42,42,42,47,47,47,47,47,,
FY2013,1C1-NN-NN3-359,IMPE Building,2530,  State/Tuition Exp   (000) ,,0,131,148,158,163,168,177,181,201,,
FY2013,1C1-NN-NN3-359,IMPE Building,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN3-359,IMPE Building,2534,      Instruction     (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2535,      Research        (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2536,      Public Service  (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2537,      Academic Support(000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2538,      Student Svcs    (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2539,      Institutl Supprt(000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2540,      O&M of Plant    (000) ,,,131,148,158,163,168,177,181,201,,
FY2013,1C1-NN-NN3-359,IMPE Building,2541,      Schol&Fellwshps (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2542,      Other NACUBOs   (000) ,,,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2550,  Institutional Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2553,    ICR Direct Exp    (000) ,,,,,,,,,,,,
FY2013,1C1-NN-NN3-359,IMPE Building,2554,    Royalty/Patent Exp(000) ,,,,,,,,,,,,
FY2013,1C1-NN-NN3-359,IMPE Building,2555,    Educ/Admn Allw Exp(000) ,,,,,,,,,,,,
FY2013,1C1-NN-NN3-359,IMPE Building,2570,  Grants & Contr Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2590,  Gifts & Endwmnt Exp (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2594,    Gifts Exp         (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2614,    Self-Supportng Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-359,IMPE Building,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2000,Orig State/Tuition Bdgt(000) ,5684,5362,4671,5267,4887,4641,4458,3928,3671,4689,,
FY2013,1C1-NN-NN3-456,Building Operation,2015,  St Budget - Constant $000 ,2428,2356,2113,2431,2276,2192,2184,1974,1915,2519,,
FY2013,1C1-NN-NN3-456,Building Operation,2050,    Acad Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2070,    Non-Ac Salaries Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2080,    Wage Budget ,5461,5290,4600,5196,4815,4569,4386,3856,3602,4689,,
FY2013,1C1-NN-NN3-456,Building Operation,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2100,    Expense & Equip Bdgt ,223,72,72,72,72,72,72,72,69,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2530,  State/Tuition Exp   (000) ,,11070,10938,10790,11046,11443,10797,9954,10141,10352,,
FY2013,1C1-NN-NN3-456,Building Operation,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN3-456,Building Operation,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2540,      O&M of Plant    (000) ,,11070,10938,10790,11046,11443,10797,9954,10141,10352,,
FY2013,1C1-NN-NN3-456,Building Operation,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2550,  Institutional Exp   (000) ,,693,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2553,    ICR Direct Exp    (000) ,,693,0,0,0,0,0,0,0,,,
FY2013,1C1-NN-NN3-456,Building Operation,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1C1-NN-NN3-456,Building Operation,2555,    Educ/Admn Allw Exp(000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1C1-NN-NN3-456,Building Operation,2570,  Grants & Contr Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2590,  Gifts & Endwmnt Exp (000) ,,2,-3,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2594,    Gifts Exp         (000) ,,2,-3,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2614,    Self-Supportng Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-456,Building Operation,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2000,Orig State/Tuition Bdgt(000) ,19210,17972,15085,14020,12751,12427,12492,9166,5898,8813,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2015,  St Budget - Constant $000 ,8206,7896,6823,6470,5939,5870,6120,4606,3077,4736,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2050,    Acad Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2070,    Non-Ac Salaries Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2080,    Wage Budget ,12309,10838,12838,12774,11505,11803,11634,8591,5396,8035,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2100,    Expense & Equip Bdgt ,6902,7134,2247,1246,1246,624,858,575,503,778,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2530,  State/Tuition Exp   (000) ,,17651,13481,18347,17173,17077,16532,13226,10714,9433,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2540,      O&M of Plant    (000) ,,17651,13481,18347,17173,17077,16532,13226,10714,9433,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2550,  Institutional Exp   (000) ,,-179,2925,-389,5925,117,11122,1702,4588,5459,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2553,    ICR Direct Exp    (000) ,,-179,2925,-389,5925,117,11122,1702,4588,5459,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2555,    Educ/Admn Allw Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2570,  Grants & Contr Exp  (000) ,,0,0,0,0,16,196,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,16,196,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2590,  Gifts & Endwmnt Exp (000) ,,2,-19,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2594,    Gifts Exp         (000) ,,2,-19,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,798,738,542,525,557,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2614,    Self-Supportng Exp(000) ,,0,0,798,738,542,525,557,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-815,Building Maintenance,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-915,Waste Management,2000,Orig State/Tuition Bdgt(000) ,188,,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2015,  St Budget - Constant $000 ,80,,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2050,    Acad Salary Budget ,0,,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2060,    Asst Salary Budget ,0,,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2070,    Non-Ac Salaries Budget ,0,,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2080,    Wage Budget ,188,,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2090,    Summer Wages Budget ,0,,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2100,    Expense & Equip Bdgt ,0,,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2530,  State/Tuition Exp   (000) ,,214,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2534,      Instruction     (000) ,,0,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2535,      Research        (000) ,,0,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2536,      Public Service  (000) ,,0,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2537,      Academic Support(000) ,,0,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2538,      Student Svcs    (000) ,,0,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2539,      Institutl Supprt(000) ,,0,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2540,      O&M of Plant    (000) ,,214,,,,,,,,,,
